Range,Goodput
7114000,0.992
7115000,0.9935
7116000,0.989
7117000,0.995
7118000,0.996
7119000,0.999
7120000,0.996
7121000,0.996
7122000,0.994
7123000,0.994
7124000,0.993
7125000,0.989
7126000,0.993
7127000,0.994
7128000,0.994
7129000,0.994
7130000,0.993
7131000,0.994
7132000,0.988
7133000,0.993
7134000,0.992
7135000,0.995
7136000,0.992
7137000,0.992
7138000,0.994
7139000,0.993
7140000,0.998
7141000,0.995
7142000,0.999
7143000,0.994
7144000,0.987
7145000,0.993
7146000,0.992
7147000,0.994
7148000,0.988
7149000,0.997
7150000,0.996
7151000,0.996
7152000,0.996
7153000,0.997
7154000,0.993
7155000,0.996
7156000,0.996
7157000,0.994
7158000,0.994
7159000,0.992
7160000,0.994
7161000,0.996
7162000,0.994
7163000,0.994
7164000,0.993
7165000,0.997
7166000,0.991
7167000,0.997
7168000,0.993
7169000,0.992
7170000,0.993
7171000,0.991
7172000,0.995
7173000,0.993
7174000,0.992
7175000,0.996
7176000,0.995
7177000,0.994
7178000,0.992
7179000,0.991
7180000,0.992
7181000,0.992
7182000,0.995
7183000,0.996
7184000,0.991
7185000,0.998
7186000,0.993
7187000,0.998
7188000,0.987
7189000,0.994
7190000,0.993
7191000,0.99
7192000,0.993
7193000,0.995
7194000,0.991
7195000,0.994
7196000,0.994
7197000,0.995
7198000,0.996
7199000,0.994
7200000,0.992
7201000,0.994
7202000,0.996
7203000,0.993
7204000,0.992
7205000,0.981
7206000,0.995
7207000,0.995
7208000,0.996
7209000,0.993
7210000,0.997
7211000,0.995
7212000,0.997
7213000,0.996
7214000,0.996
7215000,0.997
7216000,0.994
7217000,0.993
7218000,0.994
7219000,0.995
7220000,0.991
7221000,0.989
7222000,0.991
7223000,0.993
7224000,0.996
7225000,0.994
7226000,0.989
7227000,0.997
7228000,0.993
7229000,0.992
7230000,0.994
7231000,0.991
7232000,0.993
7233000,0.993
7234000,0.992
7235000,0.993
7236000,0.993
7237000,0.991
7238000,0.994
7239000,0.995
7240000,0.995
7241000,0.996
7242000,0.997
7243000,0.993
7244000,0.997
7245000,0.991
7246000,0.991
7247000,0.998
7248000,0.995
7249000,0.994
7250000,0.997
7251000,0.996
7252000,0.995
7253000,0.995
7254000,0.987
7255000,0.995
7256000,0.992
7257000,0.996
7258000,0.996
7259000,0.993
7260000,0.992
7261000,0.995
7262000,0.99
7263000,0.99
7264000,0.994
7265000,0.992
7266000,0.995
7267000,0.996
7268000,0.992
7269000,0.997
7270000,0.992
7271000,0.993
7272000,0.998
7273000,0.994
7274000,0.995
7275000,0.993
7276000,0.997
7277000,0.994
7278000,0.987
7279000,0.994
7280000,0.996
7281000,0.995
7282000,0.994
7283000,0.993
7284000,0.997
7285000,0.99
7286000,0.998
7287000,0.996
7288000,0.995
7289000,0.996
7290000,0.994
7291000,0.996
7292000,0.991
7293000,0.998
7294000,0.995
7295000,0.991
7296000,0.996
7297000,0.993
7298000,0.994
7299000,0.996
7300000,0.992
7301000,0.994
7302000,0.999
7303000,0.991
7304000,0.995
7305000,0.995
7306000,0.992
7307000,0.994
7308000,0.997
7309000,0.993
7310000,0.994
7311000,0.995
7312000,0.99
7313000,0.994
7314000,0.99
7315000,0.994
7316000,0.994
7317000,0.989
7318000,0.996
7319000,0.994
7320000,0.995
7321000,0.994
7322000,0.993
7323000,0.996
7324000,0.994
7325000,0.997
7326000,0.993
7327000,0.997
7328000,0.994
7329000,0.994
7330000,0.993
7331000,0.992
7332000,0.997
7333000,0.993
7334000,0.993
7335000,0.996
7336000,0.992
7337000,0.996
7338000,0.995
7339000,0.995
7340000,0.991
7341000,0.99
7342000,0.995
7343000,0.993
7344000,0.991
7345000,0.992
7346000,0.993
7347000,0.995
7348000,0.997
7349000,0.991
7350000,0.998
7351000,0.988
7352000,0.989
7353000,0.996
7354000,0.998
7355000,0.996
7356000,0.995
7357000,0.994
7358000,0.993
7359000,0.993
7360000,0.996
7361000,0.994
7362000,0.993
7363000,0.997
7364000,0.996
7365000,0.995
7366000,0.998
7367000,0.993
7368000,0.993
7369000,0.994
7370000,0.993
7371000,0.99
7372000,0.998
7373000,0.999
7374000,0.992
7375000,0.997
7376000,0.996
7377000,0.998
7378000,0.99
7379000,0.995
7380000,0.995
7381000,0.992
7382000,0.995
7383000,0.995
7384000,0.994
7385000,0.996
7386000,0.997
7387000,0.996
7388000,0.992
7389000,0.996
7390000,0.991
7391000,0.992
7392000,0.994
7393000,0.991
7394000,0.994
7395000,0.996
7396000,0.995
7397000,0.994
7398000,0.993
7399000,0.994
7400000,0.995
7401000,0.995
7402000,0.994
7403000,0.989
7404000,0.998
7405000,0.994
7406000,0.997
7407000,0.994
7408000,0.991
7409000,0.991
7410000,0.996
7411000,0.995
7412000,0.989
7413000,0.998
7414000,0.995
7415000,0.994
7416000,0.995
7417000,0.988
7418000,0.997
7419000,0.996
7420000,0.994
7421000,0.994
7422000,0.997
7423000,0.991
7424000,0.993
7425000,0.991
7426000,0.991
7427000,0.992
7428000,0.997
7429000,0.996
7430000,0.993
7431000,0.997
7432000,0.996
7433000,0.993
7434000,0.993
7435000,0.988
7436000,0.993
7437000,0.995
7438000,0.989
7439000,0.993
7440000,0.992
7441000,0.991
7442000,0.995
7443000,0.997
7444000,0.992
7445000,0.999
7446000,0.997
7447000,0.993
7448000,0.995
7449000,0.994
7450000,0.991
7451000,0.989
7452000,0.989
7453000,0.996
7454000,0.996
7455000,0.994
7456000,0.995
7457000,0.994
7458000,0.99
7459000,0.992
7460000,0.991
7461000,0.994
7462000,0.998
7463000,0.987
7464000,0.994
7465000,0.991
7466000,0.997
7467000,0.986
7468000,0.992
7469000,0.998
7470000,0.992
7471000,0.992
7472000,0.996
7473000,0.997
7474000,0.99
7475000,0.991
7476000,0.991
7477000,0.995
7478000,1.0
7479000,0.995
7480000,0.992
7481000,0.995
7482000,0.996
7483000,0.996
7484000,0.989
7485000,0.993
7486000,0.994
7487000,0.995
7488000,0.994
7489000,0.993
7490000,0.996
7491000,0.995
7492000,0.993
7493000,0.994
7494000,0.994
7495000,0.991
7496000,0.994
7497000,0.998
7498000,0.991
7499000,0.99
7500000,0.991
7501000,0.996
7502000,0.992
7503000,0.992
7504000,0.994
7505000,0.988
7506000,0.997
7507000,0.992
7508000,0.995
7509000,0.989
7510000,0.995
7511000,0.995
7512000,0.992
7513000,0.995
7514000,0.993
7515000,0.995
7516000,0.996
7517000,0.995
7518000,0.994
7519000,0.99
7520000,0.997
7521000,0.994
7522000,0.994
7523000,0.992
7524000,0.996
7525000,0.994
7526000,0.995
7527000,0.995
7528000,0.995
7529000,0.991
7530000,0.994
7531000,0.995
7532000,0.995
7533000,0.989
7534000,0.994
7535000,0.991
7536000,0.993
7537000,0.995
7538000,0.994
7539000,0.996
7540000,0.996
7541000,0.995
7542000,0.995
7543000,0.993
7544000,0.989
7545000,0.999
7546000,0.993
7547000,0.994
7548000,0.994
7549000,0.991
7550000,0.994
7551000,0.995
7552000,0.991
7553000,0.997
7554000,0.992
7555000,0.996
7556000,0.993
7557000,0.996
7558000,0.993
7559000,0.996
7560000,0.994
7561000,0.993
7562000,0.992
7563000,0.992
7564000,0.991
7565000,0.988
7566000,0.994
7567000,0.993
7568000,0.998
7569000,0.996
7570000,0.993
7571000,0.992
7572000,0.994
7573000,0.992
7574000,0.993
7575000,0.997
7576000,0.992
7577000,0.991
7578000,0.994
7579000,0.992
7580000,0.997
7581000,0.992
7582000,0.993
7583000,0.996
7584000,0.991
7585000,0.999
7586000,0.994
7587000,0.991
7588000,0.991
7589000,0.994
7590000,0.996
7591000,0.995
7592000,0.994
7593000,0.989
7594000,0.994
7595000,0.994
7596000,0.997
7597000,0.996
7598000,0.993
7599000,0.991
7600000,0.995
7601000,0.992
7602000,0.995
7603000,0.995
7604000,0.995
7605000,0.993
7606000,0.992
7607000,0.989
7608000,0.996
7609000,0.992
7610000,0.993
7611000,0.991
7612000,0.996
7613000,0.997
7614000,0.995
7615000,0.995
7616000,0.993
7617000,0.996
7618000,0.996
7619000,0.996
7620000,0.992
7621000,0.996
7622000,0.991
7623000,0.996
7624000,0.998
7625000,0.991
7626000,0.993
7627000,0.991
7628000,0.994
7629000,0.991
7630000,0.994
7631000,0.999
7632000,0.991
7633000,0.994
7634000,0.995
7635000,0.994
7636000,0.995
7637000,0.996
7638000,0.997
7639000,0.994
7640000,0.996
7641000,0.995
7642000,0.991
7643000,0.995
7644000,0.995
7645000,0.997
7646000,0.991
7647000,0.997
7648000,0.996
7649000,0.992
7650000,0.998
7651000,0.995
7652000,0.994
7653000,0.993
7654000,0.994
7655000,0.994
7656000,0.994
7657000,0.993
7658000,0.997
7659000,0.9935
7660000,0.993
7661000,0.991
7662000,0.995
7663000,0.991
7664000,0.992
7665000,0.994
7666000,0.996
7667000,0.991
7668000,0.991
7669000,0.993
7670000,0.997
7671000,0.997
7672000,0.995
7673000,0.992
7674000,0.995
7675000,0.989
7676000,0.996
7677000,0.993
7678000,0.997
7679000,0.995
7680000,0.996
7681000,0.993
7682000,0.994
7683000,0.992
7684000,0.995
7685000,0.991
7686000,0.995
7687000,0.993
7688000,0.995
7689000,0.991
7690000,0.993
7691000,0.992
7692000,0.996
7693000,0.995
7694000,0.996
7695000,0.995
7696000,0.993
7697000,0.99
7698000,0.996
7699000,0.994
7700000,0.99
7701000,0.994
7702000,0.989
7703000,0.998
7704000,0.995
7705000,0.993
7706000,0.997
7707000,0.988
7708000,0.994
7709000,0.995
7710000,0.994
7711000,0.993
7712000,0.994
7713000,0.995
7714000,0.994
7715000,0.993
7716000,0.991
7717000,0.993
7718000,0.989
7719000,0.995
7720000,0.996
7721000,0.996
7722000,0.992
7723000,0.995
7724000,0.993
7725000,0.994
7726000,0.996
7727000,0.995
7728000,0.995
7729000,0.991
7730000,0.997
7731000,0.991
7732000,0.996
7733000,0.993
7734000,0.988
7735000,0.993
7736000,0.999
7737000,0.995
7738000,0.997
7739000,0.994
7740000,0.993
7741000,0.995
7742000,0.997
7743000,0.993
7744000,0.993
7745000,0.992
7746000,0.99
7747000,0.997
7748000,0.992
7749000,0.997
7750000,0.994
7751000,0.994
7752000,0.995
7753000,0.994
7754000,0.996
7755000,0.994
7756000,0.998
7757000,0.995
7758000,0.995
7759000,0.991
7760000,0.993
7761000,0.993
7762000,0.996
7763000,0.995
7764000,0.99
7765000,0.995
7766000,0.997
7767000,0.993
7768000,0.996
7769000,0.992
7770000,0.996
7771000,0.995
7772000,0.992
7773000,0.994
7774000,0.992
7775000,0.991
7776000,0.994
7777000,0.995
7778000,0.995
7779000,0.994
7780000,0.993
7781000,0.996
7782000,0.992
7783000,0.992
7784000,0.993
7785000,0.994
7786000,0.994
7787000,0.997
7788000,0.995
7789000,0.998
7790000,0.996
7791000,0.995
7792000,0.994
7793000,0.992
7794000,0.995
7795000,0.993
7796000,0.995
7797000,0.993
7798000,0.989
7799000,0.993
7800000,0.991
7801000,0.99
7802000,0.99
7803000,0.992
7804000,0.992
7805000,0.994
7806000,0.995
7807000,0.994
7808000,0.994
7809000,0.994
7810000,0.995
7811000,0.993
7812000,0.992
7813000,0.99
7814000,0.994
7815000,0.99
7816000,0.994
7817000,0.995
7818000,0.99
7819000,0.992
7820000,0.99
7821000,0.995
7822000,1.0
7823000,0.996
7824000,0.995
7825000,0.995
7826000,0.993
7827000,0.992
7828000,0.992
7829000,0.998
7830000,0.988
7831000,0.992
7832000,0.993
7833000,0.991
7834000,0.994
7835000,0.993
7836000,0.996
7837000,0.996
7838000,0.994
7839000,0.998
7840000,0.995
7841000,0.992
7842000,0.991
7843000,0.993
7844000,0.995
7845000,0.993
7846000,0.994
7847000,0.994
7848000,0.996
7849000,0.993
7850000,0.995
7851000,0.997
7852000,0.996
7853000,0.991
7854000,0.988
7855000,0.992
7856000,0.992
7857000,0.992
7858000,0.99
7859000,0.992
7860000,0.994
7861000,0.989
7862000,0.992
7863000,0.99
7864000,0.995
7865000,0.996
7866000,0.993
7867000,0.994
7868000,0.996
7869000,0.991
7870000,0.995
7871000,0.993
7872000,0.994
7873000,0.992
7874000,0.995
7875000,0.987
7876000,0.997
7877000,0.994
7878000,0.995
7879000,0.996
7880000,0.986
7881000,0.993
7882000,0.991
7883000,0.99
7884000,0.995
7885000,0.995
7886000,0.994
7887000,0.995
7888000,0.993
7889000,0.996
7890000,0.995
7891000,0.993
7892000,0.995
7893000,0.996
7894000,0.993
7895000,0.992
7896000,0.993
7897000,0.994
7898000,0.996
7899000,0.994
7900000,0.995
7901000,0.996
7902000,0.995
7903000,0.986
7904000,0.99
7905000,0.993
7906000,0.992
7907000,0.994
7908000,0.994
7909000,0.995
7910000,0.995
7911000,0.993
7912000,0.996
7913000,0.993
7914000,0.995
7915000,0.991
7916000,0.996
7917000,0.989
7918000,0.992
7919000,0.994
7920000,0.994
7921000,0.992
7922000,0.994
7923000,0.996
7924000,0.99
7925000,0.992
7926000,0.994
7927000,0.993
7928000,0.994
7929000,0.994
7930000,0.996
7931000,0.994
7932000,0.993
7933000,0.994
7934000,0.99
7935000,0.992
7936000,0.993
7937000,0.992
7938000,0.994
7939000,0.995
7940000,0.992
7941000,0.99
7942000,0.992
7943000,0.997
7944000,0.992
7945000,0.995
7946000,0.995
7947000,0.991
7948000,0.993
7949000,0.997
7950000,0.995
7951000,0.992
7952000,0.997
7953000,0.994
7954000,0.992
7955000,0.993
7956000,0.997
7957000,0.995
7958000,0.995
7959000,0.989
7960000,0.994
7961000,0.993
7962000,0.99
7963000,0.995
7964000,0.997
7965000,0.99
7966000,0.992
7967000,0.993
7968000,0.993
7969000,0.992
7970000,0.993
7971000,0.995
7972000,0.993
7973000,0.994
7974000,0.995
7975000,0.992
7976000,0.996
7977000,0.99
7978000,0.995
7979000,0.993
7980000,0.994
7981000,0.993
7982000,0.994
7983000,0.995
7984000,0.994
7985000,0.997
7986000,0.996
7987000,0.992
7988000,0.988
7989000,0.992
7990000,0.993
7991000,0.988
7992000,0.99
7993000,0.997
7994000,0.995
7995000,0.993
7996000,0.993
7997000,0.997
7998000,0.988
7999000,0.99
8000000,0.992
8001000,0.993
8002000,0.997
8003000,0.992
8004000,0.993
8005000,0.994
8006000,0.993
8007000,0.994
8008000,0.996
8009000,0.996
8010000,0.994
8011000,0.996
8012000,0.991
8013000,0.99
8014000,0.99
8015000,0.993
8016000,0.999
8017000,0.993
8018000,0.993
8019000,0.997
8020000,0.998
8021000,0.993
8022000,0.993
8023000,0.997
8024000,0.998
8025000,0.992
8026000,0.996
8027000,0.992
8028000,0.993
8029000,0.994
8030000,0.994
8031000,0.996
8032000,0.996
8033000,0.993
8034000,0.994
8035000,0.994
8036000,0.996
8037000,0.996
8038000,0.991
8039000,0.993
8040000,0.991
8041000,0.994
8042000,0.993
8043000,0.996
8044000,0.996
8045000,0.996
8046000,0.999
8047000,0.996
8048000,0.99
8049000,0.994
8050000,0.991
8051000,0.985
8052000,0.993
8053000,0.99
8054000,0.993
8055000,0.995
8056000,0.994
8057000,0.995
8058000,0.99
8059000,0.997
8060000,0.992
8061000,0.994
8062000,0.994
8063000,0.994
8064000,0.998
8065000,0.993
8066000,0.99
8067000,0.992
8068000,0.993
8069000,0.99
8070000,0.994
8071000,0.993
8072000,0.992
8073000,0.992
8074000,0.991
8075000,0.994
8076000,0.995
8077000,0.995
8078000,0.996
8079000,0.993
8080000,0.996
8081000,0.995
8082000,0.992
8083000,0.991
8084000,0.996
8085000,0.999
8086000,0.998
8087000,0.997
8088000,0.998
8089000,0.994
8090000,0.997
8091000,0.989
8092000,0.994
8093000,0.994
8094000,0.993
8095000,0.989
8096000,0.997
8097000,0.991
8098000,0.993
8099000,0.992
8100000,0.995
8101000,0.989
8102000,0.997
8103000,0.993
8104000,0.992
8105000,0.993
8106000,0.993
8107000,0.994
8108000,0.992
8109000,0.99
8110000,0.995
8111000,0.991
8112000,0.9915
8113000,0.994
8114000,0.991
8115000,0.996
8116000,0.994
8117000,0.998
8118000,0.993
8119000,0.988
8120000,0.989
8121000,0.992
8122000,0.991
8123000,0.992
8124000,0.99
8125000,0.997
8126000,0.997
8127000,0.998
8128000,0.996
8129000,0.991
8130000,0.995
8131000,0.994
8132000,0.994
8133000,0.997
8134000,0.993
8135000,0.996
8136000,0.995
8137000,0.9905
8138000,0.99
8139000,0.995
8140000,0.994
8141000,0.996
8142000,0.992
8143000,0.993
8144000,0.996
8145000,0.996
8146000,0.997
8147000,0.994
8148000,0.994
8149000,0.993
8150000,0.993
8151000,0.989
8152000,0.994
8153000,0.997
8154000,0.993
8155000,0.991
8156000,0.992
8157000,0.993
8158000,0.989
8159000,0.999
8160000,0.994
8161000,0.992
8162000,0.991
8163000,0.992
8164000,0.994
8165000,0.991
8166000,0.996
8167000,0.994
8168000,0.995
8169000,0.99
8170000,0.991
8171000,0.993
8172000,0.993
8173000,0.99
8174000,0.992
8175000,0.994
8176000,0.994
8177000,0.992
8178000,0.991
8179000,0.993
8180000,0.993
8181000,0.992
8182000,0.997
8183000,0.996
8184000,0.991
8185000,0.993
8186000,0.991
8187000,0.994
8188000,0.992
8189000,0.995
8190000,0.992
8191000,0.986
8192000,0.993
8193000,0.992
8194000,0.995
8195000,0.997
8196000,0.994
8197000,0.993
8198000,0.993
8199000,0.993
8200000,0.996
8201000,0.994
8202000,0.996
8203000,0.994
8204000,0.993
8205000,0.997
8206000,0.995
8207000,0.996
8208000,0.994
8209000,0.992
8210000,0.987
8211000,0.99
8212000,0.997
8213000,0.992
8214000,0.996
8215000,0.992
8216000,0.994
8217000,0.993
8218000,0.987
8219000,0.989
8220000,0.999
8221000,0.992
8222000,0.993
8223000,0.992
8224000,0.993
8225000,0.993
8226000,0.997
8227000,0.997
8228000,0.993
8229000,0.996
8230000,0.992
8231000,0.991
8232000,0.997
8233000,0.989
8234000,0.994
8235000,0.99
8236000,0.994
8237000,0.994
8238000,0.999
8239000,0.997
8240000,0.993
8241000,0.996
8242000,0.994
8243000,0.991
8244000,0.994
8245000,0.999
8246000,0.995
8247000,0.991
8248000,0.994
8249000,0.994
8250000,0.994
8251000,0.992
8252000,0.992
8253000,0.994
8254000,0.993
8255000,0.995
8256000,0.994
8257000,0.99
8258000,0.994
8259000,0.994
8260000,0.989
8261000,0.988
8262000,0.99
8263000,0.991
8264000,0.993
8265000,0.994
8266000,0.991
8267000,0.993
8268000,0.992
8269000,0.987
8270000,0.999
8271000,0.993
8272000,0.993
8273000,0.992
8274000,0.991
8275000,0.994
8276000,0.993
8277000,0.994
8278000,0.995
8279000,0.995
8280000,0.988
8281000,0.994
8282000,0.991
8283000,0.993
8284000,0.992
8285000,0.991
8286000,0.995
8287000,0.997
8288000,0.996
8289000,0.994
8290000,0.992
8291000,0.989
8292000,0.989
8293000,0.999
8294000,0.996
8295000,0.996
8296000,0.993
8297000,0.992
8298000,0.993
8299000,0.991
8300000,0.988
8301000,0.994
8302000,0.994
8303000,0.991
8304000,0.993
8305000,0.994
8306000,0.992
8307000,0.993
8308000,0.992
8309000,0.995
8310000,0.994
8311000,0.996
8312000,0.991
8313000,0.997
8314000,0.995
8315000,0.993
8316000,0.996
8317000,0.993
8318000,0.997
8319000,0.994
8320000,0.991
8321000,0.994
8322000,0.993
8323000,0.998
8324000,0.994
8325000,0.991
8326000,0.991
8327000,0.994
8328000,0.993
8329000,0.997
8330000,0.993
8331000,0.987
8332000,0.988
8333000,0.995
8334000,0.992
8335000,0.992
8336000,0.994
8337000,0.993
8338000,0.991
8339000,0.994
8340000,0.995
8341000,0.995
8342000,0.996
8343000,0.994
8344000,0.992
8345000,0.994
8346000,0.993
8347000,0.988
8348000,0.996
8349000,0.99
8350000,0.995
8351000,0.99
8352000,0.996
8353000,0.991
8354000,0.991
8355000,0.988
8356000,0.992
8357000,0.992
8358000,0.996
8359000,0.993
8360000,0.994
8361000,0.993
8362000,0.995
8363000,0.997
8364000,0.992
8365000,0.992
8366000,0.992
8367000,0.994
8368000,0.995
8369000,0.991
8370000,0.998
8371000,0.998
8372000,0.989
8373000,0.995
8374000,0.996
8375000,0.996
8376000,0.991
8377000,0.992
8378000,0.995
8379000,0.996
8380000,0.994
8381000,0.99
8382000,0.998
8383000,0.991
8384000,0.993
8385000,0.987
8386000,0.99
8387000,0.992
8388000,0.992
8389000,0.995
8390000,0.995
8391000,0.992
8392000,0.994
8393000,0.992
8394000,0.994
8395000,0.997
8396000,0.996
8397000,0.998
8398000,0.996
8399000,0.991
8400000,0.995
8401000,0.989
8402000,0.996
8403000,0.994
8404000,0.997
8405000,0.994
8406000,0.996
8407000,0.998
8408000,0.994
8409000,0.994
8410000,0.996
8411000,0.991
8412000,0.985
8413000,0.992
8414000,0.992
8415000,0.996
8416000,0.995
8417000,0.996
8418000,0.994
8419000,0.995
8420000,0.986
8421000,0.994
8422000,0.992
8423000,0.988
8424000,0.991
8425000,0.995
8426000,0.995
8427000,0.996
8428000,0.994
8429000,0.996
8430000,0.995
8431000,0.993
8432000,0.995
8433000,0.993
8434000,0.997
8435000,0.988
8436000,0.996
8437000,0.994
8438000,0.994
8439000,0.99
8440000,0.997
8441000,0.996
8442000,0.988
8443000,0.993
8444000,0.992
8445000,0.988
8446000,0.996
8447000,0.99
8448000,0.995
8449000,0.992
8450000,0.999
8451000,0.994
8452000,0.996
8453000,0.995
8454000,0.995
8455000,0.995
8456000,0.992
8457000,0.993
8458000,0.995
8459000,0.995
8460000,0.994
8461000,0.996
8462000,0.996
8463000,0.991
8464000,0.996
8465000,0.991
8466000,0.995
8467000,0.996
8468000,0.994
8469000,0.991
8470000,0.991
8471000,0.995
8472000,0.996
8473000,0.996
8474000,0.996
8475000,0.99
8476000,0.998
8477000,0.997
8478000,0.995
8479000,0.998
8480000,0.995
8481000,0.993
8482000,0.993
8483000,0.991
8484000,0.992
8485000,0.989
8486000,0.994
8487000,0.992
8488000,0.99
8489000,0.996
8490000,0.997
8491000,0.993
8492000,0.991
8493000,0.988
8494000,0.995
8495000,0.995
8496000,0.997
8497000,0.989
8498000,0.997
8499000,0.995
8500000,0.992
8501000,0.993
8502000,0.992
8503000,0.995
8504000,0.997
8505000,0.993
8506000,0.99
8507000,0.991
8508000,0.993
8509000,0.995
8510000,0.995
8511000,0.993
8512000,0.997
8513000,0.995
8514000,0.996
8515000,0.994
8516000,0.991
8517000,0.989
8518000,0.995
8519000,0.995
8520000,0.991
8521000,0.995
8522000,0.994
8523000,0.995
8524000,0.993
8525000,0.996
8526000,0.993
8527000,0.995
8528000,0.99
8529000,0.991
8530000,0.997
8531000,0.995
8532000,0.993
8533000,0.992
8534000,0.991
8535000,0.995
8536000,0.998
8537000,0.994
8538000,0.995
8539000,0.996
8540000,0.988
8541000,0.99
8542000,0.992
8543000,0.994
8544000,0.994
8545000,0.997
8546000,0.995
8547000,0.996
8548000,0.997
8549000,0.992
8550000,0.994
8551000,0.996
8552000,0.993
8553000,0.993
8554000,0.989
8555000,0.989
8556000,0.991
8557000,0.996
8558000,0.996
8559000,0.996
8560000,0.996
8561000,0.99
8562000,0.993
8563000,0.989
8564000,0.998
8565000,0.995
8566000,0.987
8567000,0.989
8568000,0.99
8569000,0.993
8570000,0.998
8571000,0.995
8572000,0.992
8573000,0.992
8574000,0.993
8575000,0.993
8576000,0.994
8577000,0.995
8578000,0.992
8579000,0.997
8580000,0.993
8581000,0.995
8582000,0.996
8583000,0.993
8584000,0.996
8585000,0.992
8586000,0.994
8587000,0.996
8588000,0.993
8589000,0.995
8590000,0.99
8591000,0.989
8592000,0.99
8593000,0.992
8594000,0.986
8595000,0.994
8596000,0.996
8597000,0.993
8598000,0.991
8599000,0.992
8600000,0.995
8601000,0.997
8602000,0.998
8603000,0.991
8604000,0.996
8605000,0.994
8606000,0.994
8607000,0.989
8608000,0.996
8609000,0.995
8610000,0.995
8611000,0.991
8612000,0.997
8613000,0.999
8614000,0.99
8615000,0.991
8616000,0.994
8617000,0.991
8618000,0.991
8619000,0.995
8620000,0.997
8621000,0.995
8622000,0.993
8623000,0.996
8624000,0.994
8625000,0.993
8626000,0.99
8627000,0.995
8628000,0.994
8629000,0.994
8630000,0.996
8631000,0.996
8632000,0.989
8633000,0.992
8634000,0.993
8635000,0.991
8636000,0.995
8637000,0.995
8638000,0.992
8639000,0.995
8640000,0.999
8641000,0.997
8642000,0.993
8643000,0.996
8644000,0.992
8645000,0.989
8646000,0.996
8647000,0.992
8648000,0.991
8649000,0.996
8650000,0.994
8651000,0.989
8652000,0.997
8653000,0.995
8654000,0.998
8655000,0.994
8656000,0.99
8657000,0.997
8658000,0.989
8659000,0.991
8660000,0.997
8661000,0.994
8662000,0.993
8663000,0.993
8664000,0.99
8665000,0.992
8666000,0.992
8667000,0.997
8668000,0.996
8669000,0.993
8670000,0.994
8671000,0.996
8672000,0.993
8673000,0.998
8674000,0.996
8675000,0.995
8676000,0.992
8677000,0.991
8678000,0.994
8679000,0.988
8680000,0.993
8681000,0.996
8682000,0.994
8683000,0.994
8684000,0.99
8685000,0.994
8686000,0.993
8687000,0.995
8688000,0.995
8689000,0.997
8690000,0.992
8691000,0.997
8692000,0.997
8693000,0.996
8694000,0.997
8695000,0.992
8696000,0.992
8697000,0.995
8698000,0.996
8699000,0.992
8700000,0.984
8701000,0.994
8702000,0.995
8703000,0.992
8704000,0.994
8705000,0.994
8706000,0.989
8707000,0.996
8708000,0.997
8709000,0.993
8710000,0.993
8711000,0.99
8712000,0.994
8713000,0.997
8714000,0.995
8715000,0.996
8716000,0.996
8717000,0.995
8718000,0.997
8719000,0.995
8720000,0.995
8721000,0.993
8722000,0.995
8723000,0.993
8724000,0.99
8725000,0.992
8726000,0.995
8727000,0.995
8728000,0.996
8729000,0.993
8730000,0.994
8731000,0.998
8732000,0.996
8733000,0.992
8734000,0.991
8735000,0.995
8736000,0.992
8737000,0.993
8738000,0.994
8739000,0.993
8740000,0.991
8741000,0.988
8742000,0.992
8743000,0.995
8744000,0.998
8745000,0.993
8746000,0.993
8747000,0.993
8748000,0.997
8749000,0.993
8750000,0.994
8751000,0.991
8752000,0.994
8753000,0.992
8754000,0.996
8755000,0.991
8756000,0.987
8757000,0.993
8758000,0.997
8759000,0.997
8760000,0.994
8761000,0.994
8762000,0.997
8763000,0.997
8764000,0.993
8765000,0.992
8766000,0.994
8767000,0.993
8768000,0.995
8769000,0.994
8770000,0.993
8771000,0.99
8772000,0.993
8773000,0.997
8774000,0.997
8775000,0.994
8776000,1.0
8777000,0.994
8778000,0.996
8779000,0.996
8780000,0.989
8781000,0.993
8782000,0.989
8783000,0.99
8784000,0.991
8785000,0.994
8786000,0.995
8787000,0.991
8788000,0.992
8789000,0.99
8790000,0.996
8791000,0.997
8792000,0.995
8793000,0.993
8794000,0.995
8795000,0.991
8796000,0.997
8797000,0.995
8798000,0.992
8799000,0.994
8800000,0.996
8801000,0.996
8802000,0.994
8803000,0.995
8804000,0.995
8805000,0.995
8806000,0.994
8807000,0.992
8808000,0.99
8809000,0.989
8810000,0.994
8811000,0.991
8812000,0.996
8813000,0.987
8814000,0.993
8815000,0.993
8816000,0.99
8817000,0.994
8818000,0.993
8819000,0.995
8820000,0.991
8821000,0.989
8822000,0.994
8823000,0.993
8824000,0.99
8825000,0.995
8826000,0.994
8827000,0.989
8828000,0.997
8829000,0.997
8830000,0.991
8831000,0.99
8832000,0.992
8833000,0.996
8834000,0.993
8835000,0.993
8836000,0.992
8837000,0.993
8838000,0.995
8839000,0.99
8840000,0.993
8841000,0.992
8842000,0.991
8843000,0.993
8844000,0.995
8845000,0.989
8846000,0.995
8847000,0.996
8848000,0.993
8849000,0.993
8850000,0.991
8851000,0.995
8852000,0.996
8853000,0.986
8854000,0.995
8855000,0.994
8856000,0.992
8857000,0.994
8858000,0.992
8859000,0.992
8860000,0.993
8861000,0.992
