Range,Goodput
3618000,0.99
3619000,0.992
3620000,0.993
3621000,0.998
3622000,0.997
3623000,0.992
3624000,0.993
3625000,0.996
3626000,0.994
3627000,0.992
3628000,0.995
3629000,0.994
3630000,0.996
3631000,0.993
3632000,0.991
3633000,0.995
3634000,0.993
3635000,0.995
3636000,0.997
3637000,0.994
3638000,0.996
3639000,0.992
3640000,0.996
3641000,0.998
3642000,0.992
3643000,0.996
3644000,0.991
3645000,0.991
3646000,0.995
3647000,0.991
3648000,0.996
3649000,0.994
3650000,0.994
3651000,0.995
3652000,0.994
3653000,0.994
3654000,0.996
3655000,0.993
3656000,0.991
3657000,0.999
3658000,0.994
3659000,0.992
3660000,0.994
3661000,0.994
3662000,0.991
3663000,0.995
3664000,0.989
3665000,0.99
3666000,0.994
3667000,0.993
3668000,0.994
3669000,0.996
3670000,0.987
3671000,0.992
3672000,0.994
3673000,0.994
3674000,0.994
3675000,0.999
3676000,0.992
3677000,0.994
3678000,0.993
3679000,0.993
3680000,0.993
3681000,0.991
3682000,0.995
3683000,0.995
3684000,0.997
3685000,0.997
3686000,0.996
3687000,0.995
3688000,0.993
3689000,0.989
3690000,0.992
3691000,0.994
3692000,0.996
3693000,0.99
3694000,0.991
3695000,0.989
3696000,0.998
3697000,0.995
3698000,0.991
3699000,0.992
3700000,0.994
3701000,0.992
3702000,0.996
3703000,0.994
3704000,0.992
3705000,0.994
3706000,0.9915
3707000,0.993
3708000,0.996
3709000,0.995
3710000,0.993
3711000,0.989
3712000,0.992
3713000,0.991
3714000,0.992
3715000,0.996
3716000,0.994
3717000,0.992
3718000,0.992
3719000,0.992
3720000,0.993
3721000,0.995
3722000,0.991
3723000,0.996
3724000,0.995
3725000,0.993
3726000,1.0
3727000,0.993
3728000,0.996
3729000,0.993
3730000,0.993
3731000,0.997
3732000,0.993
3733000,0.991
3734000,0.994
3735000,0.991
3736000,0.994
3737000,0.993
3738000,0.999
3739000,0.994
3740000,0.993
3741000,0.994
3742000,0.993
3743000,0.995
3744000,0.997
3745000,0.994
3746000,0.99
3747000,0.994
3748000,0.993
3749000,0.996
3750000,0.994
3751000,0.99
3752000,0.987
3753000,0.994
3754000,0.993
3755000,0.994
3756000,0.993
3757000,0.995
3758000,0.991
3759000,0.995
3760000,0.994
3761000,0.991
3762000,0.992
3763000,0.995
3764000,0.993
3765000,0.989
3766000,0.994
3767000,0.999
3768000,0.99
3769000,0.995
3770000,0.994
3771000,0.994
3772000,0.993
3773000,0.989
3774000,0.995
3775000,0.992
3776000,0.994
3777000,0.992
3778000,0.99
3779000,0.993
3780000,0.992
3781000,0.996
3782000,0.991
3783000,0.988
3784000,0.997
3785000,0.992
3786000,0.99
3787000,0.996
3788000,0.99
3789000,0.997
3790000,0.992
3791000,0.993
3792000,0.989
3793000,0.993
3794000,0.993
3795000,0.989
3796000,0.991
3797000,0.997
3798000,0.991
3799000,0.993
3800000,0.996
3801000,0.988
3802000,0.996
3803000,0.991
3804000,0.993
3805000,0.991
3806000,0.994
3807000,0.992
3808000,0.992
3809000,0.995
3810000,0.993
3811000,0.992
3812000,0.995
3813000,0.992
3814000,0.988
3815000,0.992
3816000,0.998
3817000,0.991
3818000,0.994
3819000,0.996
3820000,0.994
3821000,0.991
3822000,0.993
3823000,0.993
3824000,0.996
3825000,0.996
3826000,0.996
3827000,0.999
3828000,0.993
3829000,0.993
3830000,0.992
3831000,0.993
3832000,0.991
3833000,0.997
3834000,0.994
3835000,0.993
3836000,0.996
3837000,0.993
3838000,0.996
3839000,0.993
3840000,0.994
3841000,0.991
3842000,0.991
3843000,0.999
3844000,0.993
3845000,0.994
3846000,0.995
3847000,0.996
3848000,0.99
3849000,0.996
3850000,0.998
3851000,0.993
3852000,0.993
3853000,0.997
3854000,0.995
3855000,0.991
3856000,0.994
3857000,0.997
3858000,0.995
3859000,0.998
3860000,0.99
3861000,0.991
3862000,0.992
3863000,0.993
3864000,0.997
3865000,0.99
3866000,0.99
3867000,0.993
3868000,0.994
3869000,0.995
3870000,0.996
3871000,0.997
3872000,0.994
3873000,0.994
3874000,0.995
3875000,0.988
3876000,0.993
3877000,0.995
3878000,0.992
3879000,0.993
3880000,0.991
3881000,0.992
3882000,0.995
3883000,0.989
3884000,0.992
3885000,0.993
3886000,0.998
3887000,0.996
3888000,0.996
3889000,0.991
3890000,0.995
3891000,0.994
3892000,0.997
3893000,0.996
3894000,0.995
3895000,0.99
3896000,0.99
3897000,0.991
3898000,0.991
3899000,0.994
3900000,0.992
3901000,0.993
3902000,0.994
3903000,0.992
3904000,0.992
3905000,0.99
3906000,0.99
3907000,0.994
3908000,0.993
3909000,0.995
3910000,0.993
3911000,0.991
3912000,0.993
3913000,0.996
3914000,0.995
3915000,0.995
3916000,0.995
3917000,0.995
3918000,0.995
3919000,0.994
3920000,0.992
3921000,0.994
3922000,0.997
3923000,0.993
3924000,0.995
3925000,0.994
3926000,0.992
3927000,0.997
3928000,0.998
3929000,0.99
3930000,0.992
3931000,0.988
3932000,0.992
3933000,0.994
3934000,0.995
3935000,0.991
3936000,0.992
3937000,0.996
3938000,0.996
3939000,0.997
3940000,0.991
3941000,0.989
3942000,0.996
3943000,0.996
3944000,0.993
3945000,0.995
3946000,0.996
3947000,0.998
3948000,0.991
3949000,0.995
3950000,0.997
3951000,0.995
3952000,0.994
3953000,0.997
3954000,0.993
3955000,0.993
3956000,0.99
3957000,0.993
3958000,0.995
3959000,0.995
3960000,0.994
3961000,0.998
3962000,0.992
3963000,0.991
3964000,0.992
3965000,0.993
3966000,0.991
3967000,0.992
3968000,0.995
3969000,0.993
3970000,0.992
3971000,0.99
3972000,0.992
3973000,0.992
3974000,0.992
3975000,0.991
3976000,0.991
3977000,0.993
3978000,0.996
3979000,0.995
3980000,0.99
3981000,0.993
3982000,0.998
3983000,0.993
3984000,0.993
3985000,0.991
3986000,0.995
3987000,0.995
3988000,0.991
3989000,0.99
3990000,0.99
3991000,0.993
3992000,0.993
3993000,0.997
3994000,0.994
3995000,0.991
3996000,0.994
3997000,1.0
3998000,0.989
3999000,0.99
4000000,0.992
4001000,0.997
4002000,0.993
4003000,0.997
4004000,0.993
4005000,0.996
4006000,0.996
4007000,0.991
4008000,0.995
4009000,0.996
4010000,0.988
4011000,0.991
4012000,0.998
4013000,0.997
4014000,0.995
4015000,0.995
4016000,0.994
4017000,0.992
4018000,0.997
4019000,0.996
4020000,0.997
4021000,0.9925
4022000,0.991
4023000,0.991
4024000,0.99
4025000,0.993
4026000,0.998
4027000,0.996
4028000,0.995
4029000,0.991
4030000,0.997
4031000,0.987
4032000,0.995
4033000,0.994
4034000,0.994
4035000,0.997
4036000,0.993
4037000,0.995
4038000,0.994
4039000,0.992
4040000,0.994
4041000,0.995
4042000,0.994
4043000,0.994
4044000,0.992
4045000,0.993
4046000,0.991
4047000,0.993
4048000,0.995
4049000,0.993
4050000,0.996
4051000,0.991
4052000,0.997
4053000,0.989
4054000,0.989
4055000,0.996
4056000,0.99
4057000,0.998
4058000,0.994
4059000,0.996
4060000,0.985
4061000,0.994
4062000,0.991
4063000,0.994
4064000,0.996
4065000,0.9955
4066000,0.993
4067000,0.995
4068000,0.988
4069000,0.992
4070000,0.996
4071000,0.995
4072000,0.99
4073000,0.995
4074000,0.995
4075000,0.995
4076000,0.991
4077000,0.991
4078000,0.992
4079000,0.991
4080000,0.994
4081000,0.998
4082000,0.994
4083000,0.996
4084000,0.994
4085000,0.993
4086000,0.995
4087000,0.991
4088000,0.992
4089000,0.998
4090000,0.994
4091000,0.991
4092000,0.994
4093000,0.994
4094000,0.994
4095000,0.993
4096000,0.994
4097000,0.991
4098000,0.993
4099000,0.991
4100000,0.996
4101000,0.994
4102000,0.992
4103000,0.995
4104000,0.991
4105000,0.995
4106000,0.995
4107000,0.987
4108000,0.99
4109000,0.992
4110000,0.997
4111000,0.995
4112000,0.996
4113000,0.987
4114000,0.994
4115000,0.992
4116000,0.989
4117000,0.996
4118000,0.993
4119000,0.994
4120000,0.995
4121000,0.995
4122000,0.993
4123000,0.996
4124000,0.99
4125000,0.995
4126000,0.994
4127000,0.992
4128000,0.995
4129000,0.999
4130000,0.991
4131000,0.993
4132000,0.993
4133000,0.995
4134000,0.993
4135000,0.993
4136000,0.995
4137000,0.995
4138000,0.994
4139000,0.998
4140000,0.993
4141000,0.993
4142000,0.99
4143000,0.994
4144000,0.996
4145000,0.993
4146000,0.995
4147000,0.993
4148000,0.993
4149000,0.996
4150000,0.99
4151000,0.994
4152000,0.989
4153000,0.991
4154000,0.99
4155000,0.991
4156000,0.997
4157000,0.992
4158000,0.994
4159000,0.992
4160000,0.992
4161000,0.998
4162000,0.994
4163000,0.996
4164000,0.996
4165000,0.994
4166000,0.992
4167000,0.994
4168000,0.994
4169000,0.994
4170000,0.993
4171000,0.991
4172000,0.996
4173000,0.992
4174000,0.996
4175000,0.996
4176000,0.995
4177000,0.993
4178000,0.993
4179000,0.996
4180000,0.992
4181000,0.986
4182000,0.989
4183000,0.998
4184000,0.986
4185000,0.992
4186000,0.992
4187000,0.993
4188000,0.996
4189000,0.988
4190000,0.991
4191000,0.994
4192000,0.997
4193000,0.992
4194000,0.992
4195000,0.998
4196000,0.992
4197000,0.995
4198000,0.994
4199000,0.992
4200000,0.992
4201000,0.995
4202000,0.997
4203000,0.988
4204000,0.993
4205000,0.996
4206000,0.993
4207000,0.995
4208000,0.994
4209000,0.99
4210000,0.988
4211000,0.996
4212000,0.988
4213000,0.998
4214000,0.995
4215000,0.992
4216000,0.996
4217000,0.995
4218000,0.994
4219000,0.992
4220000,0.993
4221000,0.995
4222000,0.988
4223000,0.992
4224000,0.993
4225000,0.994
4226000,0.993
4227000,0.994
4228000,0.996
4229000,0.997
4230000,0.992
4231000,0.993
4232000,0.99
4233000,0.995
4234000,0.991
4235000,0.994
4236000,0.996
4237000,0.995
4238000,0.994
4239000,0.988
4240000,0.994
4241000,0.993
4242000,0.999
4243000,0.999
4244000,0.997
4245000,0.989
4246000,0.991
4247000,0.993
4248000,0.997
4249000,0.994
4250000,0.993
4251000,0.998
4252000,0.989
4253000,0.998
4254000,0.993
4255000,0.995
4256000,0.993
4257000,0.994
4258000,0.994
4259000,0.994
4260000,0.994
4261000,0.992
4262000,0.991
4263000,0.99
4264000,0.993
4265000,0.993
4266000,0.993
4267000,0.995
4268000,0.995
4269000,0.992
4270000,0.993
4271000,0.996
4272000,0.992
4273000,0.994
4274000,0.989
4275000,0.991
4276000,0.99
4277000,0.994
4278000,0.996
4279000,0.994
4280000,0.995
4281000,0.994
4282000,0.989
4283000,0.993
4284000,0.995
4285000,0.997
4286000,0.994
4287000,0.996
4288000,0.996
4289000,0.986
4290000,0.991
4291000,0.998
4292000,0.993
4293000,0.998
4294000,0.992
4295000,0.987
4296000,0.993
4297000,0.991
4298000,0.994
4299000,0.993
4300000,0.992
4301000,0.994
4302000,0.993
4303000,0.992
4304000,0.995
4305000,0.991
4306000,0.995
4307000,0.996
4308000,0.995
4309000,0.991
4310000,0.995
4311000,0.995
4312000,0.993
4313000,0.996
4314000,0.994
4315000,0.994
4316000,0.994
4317000,0.993
4318000,0.988
4319000,0.993
4320000,0.993
4321000,0.994
4322000,0.997
4323000,0.993
4324000,0.994
4325000,0.993
4326000,0.993
4327000,0.994
4328000,0.991
4329000,0.997
4330000,0.994
4331000,0.996
4332000,0.993
4333000,0.993
4334000,0.992
4335000,0.996
4336000,0.994
4337000,0.995
4338000,0.995
4339000,0.993
4340000,0.994
4341000,0.992
4342000,0.993
4343000,0.99
4344000,0.997
4345000,0.995
4346000,0.994
4347000,0.994
4348000,0.994
4349000,0.993
4350000,0.992
4351000,0.993
4352000,0.995
4353000,0.993
4354000,0.994
4355000,0.994
4356000,0.992
4357000,0.993
4358000,0.992
4359000,0.996
4360000,0.996
4361000,0.994
4362000,0.993
4363000,0.995
4364000,0.99
4365000,0.998
4366000,0.995
4367000,0.996
4368000,0.992
4369000,0.991
4370000,0.994
4371000,0.994
4372000,0.99
4373000,0.997
4374000,0.993
4375000,0.998
4376000,0.992
4377000,0.993
4378000,0.992
4379000,0.993
4380000,0.993
4381000,0.994
4382000,0.991
4383000,0.984
4384000,0.996
4385000,0.994
4386000,0.989
4387000,0.996
4388000,0.991
4389000,0.993
4390000,0.995
4391000,0.989
4392000,0.996
4393000,0.995
4394000,0.997
4395000,0.99
4396000,0.991
4397000,0.993
4398000,0.995
4399000,0.994
4400000,0.997
4401000,0.995
4402000,0.995
4403000,0.992
4404000,0.995
4405000,0.996
4406000,0.99
4407000,0.993
4408000,0.99
4409000,0.995
4410000,0.991
4411000,0.993
4412000,0.993
4413000,0.992
4414000,0.991
4415000,0.99
4416000,0.991
4417000,0.991
4418000,0.994
4419000,0.988
4420000,0.993
4421000,0.995
4422000,0.989
4423000,0.995
4424000,0.994
4425000,0.995
4426000,0.995
4427000,0.993
4428000,0.994
4429000,0.987
4430000,0.994
4431000,0.985
4432000,0.9945
4433000,0.998
4434000,0.994
4435000,0.992
4436000,0.996
4437000,0.991
4438000,0.991
4439000,0.99
4440000,0.996
4441000,0.993
4442000,0.992
4443000,0.992
4444000,0.993
4445000,0.996
4446000,0.992
4447000,0.99
4448000,0.992
4449000,0.992
4450000,0.993
4451000,0.996
4452000,0.991
4453000,0.996
4454000,0.993
4455000,0.993
4456000,0.999
4457000,0.992
4458000,0.995
4459000,0.995
4460000,0.992
4461000,0.994
4462000,0.994
4463000,0.992
4464000,0.991
4465000,0.993
4466000,0.996
4467000,0.996
4468000,0.992
4469000,0.996
4470000,0.995
4471000,0.996
4472000,0.995
4473000,0.991
4474000,0.994
4475000,0.994
4476000,0.991
4477000,0.994
4478000,0.998
4479000,0.999
4480000,0.994
4481000,0.99
4482000,0.991
4483000,0.992
4484000,0.992
4485000,0.995
4486000,0.993
4487000,0.993
4488000,0.996
4489000,0.994
4490000,0.994
4491000,0.995
4492000,0.997
4493000,0.989
4494000,0.985
4495000,0.997
4496000,0.989
4497000,0.995
4498000,0.996
4499000,0.995
4500000,0.995
4501000,0.997
4502000,0.99
4503000,0.991
4504000,0.992
4505000,0.995
4506000,0.988
4507000,0.995
4508000,0.998
4509000,0.992
4510000,0.99
4511000,0.99
4512000,0.99
4513000,0.992
4514000,0.99
4515000,0.991
4516000,0.993
4517000,0.996
4518000,0.99
4519000,0.995
4520000,0.997
4521000,0.995
4522000,0.997
4523000,0.995
4524000,0.992
4525000,0.992
4526000,0.99
4527000,0.996
4528000,0.992
4529000,0.992
4530000,0.996
4531000,0.997
4532000,0.992
4533000,0.998
4534000,0.993
4535000,0.998
4536000,0.997
4537000,0.995
4538000,0.991
4539000,0.994
4540000,0.995
4541000,0.994
4542000,0.991
4543000,0.994
4544000,0.995
4545000,0.993
4546000,0.991
4547000,0.993
4548000,0.998
4549000,0.994
4550000,0.991
4551000,0.992
4552000,0.998
4553000,0.994
4554000,0.995
4555000,0.994
4556000,0.998
4557000,0.992
4558000,0.99
4559000,0.993
4560000,0.996
4561000,0.994
4562000,0.994
4563000,0.997
4564000,0.99
4565000,0.991
4566000,0.995
4567000,0.994
4568000,0.997
4569000,0.994
4570000,0.993
4571000,0.994
4572000,0.994
4573000,0.996
4574000,0.998
4575000,0.989
4576000,0.992
4577000,0.992
4578000,0.988
4579000,0.994
4580000,0.993
4581000,0.992
4582000,0.992
4583000,0.997
4584000,0.993
4585000,0.998
4586000,0.992
4587000,0.992
4588000,0.995
4589000,0.993
4590000,0.993
4591000,0.996
4592000,0.996
4593000,0.997
4594000,0.995
4595000,0.99
4596000,0.992
4597000,0.996
4598000,0.994
4599000,0.992
4600000,0.996
4601000,0.992
4602000,0.993
4603000,0.994
4604000,0.997
4605000,0.992
4606000,0.991
4607000,0.994
4608000,0.996
4609000,0.995
4610000,0.992
4611000,0.994
4612000,0.996
4613000,0.994
4614000,0.996
4615000,0.991
4616000,0.997
4617000,0.993
4618000,0.994
4619000,0.997
4620000,0.995
4621000,1.0
4622000,0.996
4623000,0.991
4624000,0.995
4625000,0.992
4626000,0.995
4627000,0.994
4628000,0.996
4629000,0.998
4630000,0.996
4631000,0.995
4632000,0.99
4633000,0.996
4634000,0.99
4635000,0.993
4636000,0.992
4637000,0.995
4638000,0.998
4639000,0.99
4640000,0.996
4641000,0.991
4642000,0.994
4643000,0.996
4644000,0.994
4645000,0.995
4646000,0.998
4647000,0.992
4648000,0.991
4649000,0.993
4650000,0.996
4651000,0.99
4652000,0.998
4653000,0.993
4654000,0.995
4655000,0.995
4656000,0.993
4657000,0.992
4658000,0.994
4659000,0.998
4660000,0.994
4661000,0.989
4662000,0.993
4663000,0.995
4664000,0.991
4665000,0.994
4666000,0.99
4667000,0.995
4668000,0.995
4669000,0.994
4670000,0.991
4671000,0.996
4672000,0.994
4673000,0.993
4674000,0.989
4675000,0.999
4676000,0.994
4677000,0.994
4678000,0.99
4679000,0.992
4680000,0.993
4681000,0.995
4682000,0.995
4683000,0.993
4684000,0.996
4685000,0.994
4686000,0.998
4687000,0.991
4688000,0.993
4689000,0.992
4690000,0.997
4691000,0.996
4692000,0.998
4693000,0.992
4694000,0.997
4695000,0.993
4696000,0.996
4697000,0.995
4698000,0.999
4699000,0.994
4700000,0.993
4701000,0.99
4702000,0.998
4703000,1.0
4704000,0.989
4705000,0.994
4706000,0.998
4707000,0.993
4708000,0.989
4709000,0.994
4710000,0.995
4711000,0.993
4712000,0.995
4713000,0.989
4714000,0.994
4715000,0.992
4716000,0.991
4717000,0.993
4718000,0.995
4719000,0.995
4720000,0.997
4721000,0.991
4722000,0.988
4723000,0.993
4724000,0.995
4725000,0.994
4726000,0.993
4727000,0.993
4728000,0.995
4729000,0.995
4730000,0.993
4731000,0.993
4732000,0.991
4733000,0.993
4734000,0.992
4735000,0.991
4736000,0.991
4737000,0.993
4738000,0.993
4739000,0.991
4740000,0.99
4741000,0.994
4742000,0.996
4743000,0.995
4744000,0.994
4745000,0.993
4746000,0.995
4747000,0.996
4748000,0.996
4749000,0.991
4750000,0.996
4751000,0.992
4752000,0.993
4753000,0.993
4754000,0.995
4755000,0.993
4756000,0.989
4757000,0.996
4758000,0.992
4759000,0.994
4760000,0.995
4761000,0.994
4762000,0.994
4763000,0.989
4764000,0.99
4765000,0.997
4766000,0.993
4767000,0.994
4768000,0.995
4769000,0.992
4770000,0.995
4771000,0.9945
4772000,0.998
4773000,0.995
4774000,0.989
4775000,0.993
4776000,0.995
4777000,0.995
4778000,0.991
4779000,0.994
4780000,0.996
4781000,0.993
4782000,0.992
4783000,0.991
4784000,0.995
4785000,0.993
4786000,0.993
4787000,0.995
4788000,0.996
4789000,0.992
4790000,0.994
4791000,0.993
4792000,0.995
4793000,0.995
4794000,0.994
4795000,0.991
4796000,0.991
4797000,0.995
4798000,0.995
4799000,0.994
4800000,0.995
4801000,0.995
4802000,0.987
4803000,0.994
4804000,0.993
4805000,0.998
4806000,0.994
4807000,0.995
4808000,0.996
4809000,0.991
4810000,0.995
4811000,0.992
4812000,0.996
4813000,0.996
4814000,0.989
4815000,0.993
4816000,0.991
4817000,0.996
4818000,0.995
4819000,0.996
4820000,0.994
4821000,0.996
4822000,0.994
4823000,0.987
4824000,0.996
4825000,0.996
4826000,0.995
4827000,0.994
4828000,0.989
4829000,0.99
4830000,0.989
4831000,0.987
4832000,0.992
4833000,0.994
4834000,0.995
4835000,0.996
4836000,0.992
4837000,0.993
4838000,0.994
4839000,0.991
4840000,0.991
4841000,0.995
4842000,0.994
4843000,0.9915
4844000,0.992
4845000,0.992
4846000,0.994
4847000,0.994
4848000,0.995
4849000,0.994
4850000,0.99
4851000,0.994
4852000,0.994
4853000,0.994
4854000,0.995
4855000,0.991
4856000,0.991
4857000,0.993
4858000,0.994
4859000,0.99
4860000,0.996
4861000,0.994
4862000,0.993
4863000,0.994
4864000,0.996
4865000,0.996
4866000,0.994
4867000,0.993
4868000,0.994
4869000,0.994
4870000,0.996
4871000,0.995
4872000,0.996
4873000,0.995
4874000,0.996
4875000,0.994
4876000,0.993
4877000,0.996
4878000,0.995
4879000,0.995
4880000,0.994
4881000,0.995
4882000,0.993
4883000,0.995
4884000,0.993
4885000,0.992
4886000,0.992
4887000,0.995
4888000,0.995
4889000,0.997
4890000,0.994
4891000,0.993
4892000,0.993
4893000,0.995
4894000,0.993
4895000,0.992
4896000,0.995
4897000,0.995
4898000,0.991
4899000,0.994
4900000,0.997
4901000,0.999
4902000,0.993
4903000,0.99
4904000,0.992
4905000,0.992
4906000,0.994
4907000,0.992
4908000,0.995
4909000,0.997
4910000,0.989
4911000,0.995
4912000,0.994
4913000,0.996
4914000,0.997
4915000,0.99
4916000,0.997
4917000,0.993
4918000,0.992
4919000,0.986
4920000,0.996
4921000,0.995
4922000,0.994
4923000,0.996
4924000,0.996
4925000,0.988
4926000,0.993
4927000,0.993
4928000,0.996
4929000,0.993
4930000,0.995
4931000,0.991
4932000,0.995
4933000,0.991
4934000,0.992
4935000,0.991
4936000,0.994
4937000,0.993
4938000,0.995
4939000,0.997
4940000,0.991
4941000,0.995
4942000,0.994
4943000,0.99
4944000,0.993
4945000,0.993
4946000,0.993
4947000,0.998
4948000,0.995
4949000,0.996
4950000,0.993
4951000,0.995
4952000,0.995
4953000,0.993
4954000,0.994
4955000,0.994
4956000,0.992
4957000,0.994
4958000,0.996
4959000,0.996
4960000,0.99
4961000,0.993
4962000,0.994
4963000,0.991
4964000,0.997
4965000,0.993
4966000,0.995
4967000,0.996
4968000,0.997
4969000,0.99
4970000,0.993
4971000,0.995
4972000,0.995
4973000,0.993
4974000,0.994
4975000,0.99
4976000,0.991
4977000,0.996
4978000,0.995
4979000,0.993
4980000,0.997
4981000,0.997
4982000,0.994
4983000,0.996
4984000,0.991
4985000,0.992
4986000,0.992
4987000,0.991
4988000,0.994
4989000,0.994
4990000,0.995
4991000,0.993
4992000,0.996
4993000,0.995
4994000,0.991
4995000,0.993
4996000,0.991
4997000,0.992
4998000,0.991
4999000,0.992
5000000,0.994
5001000,0.994
5002000,0.994
5003000,0.995
5004000,0.996
5005000,0.997
5006000,0.996
5007000,0.998
5008000,0.997
5009000,0.993
5010000,0.99
5011000,0.994
5012000,0.995
5013000,0.995
5014000,0.993
5015000,0.995
5016000,0.996
5017000,0.99
5018000,0.99
5019000,0.994
5020000,0.998
5021000,0.994
5022000,0.994
5023000,0.993
5024000,0.992
5025000,0.995
5026000,0.991
5027000,0.997
5028000,0.999
5029000,0.995
5030000,0.994
5031000,0.992
5032000,0.997
5033000,0.993
5034000,0.996
5035000,0.995
5036000,0.995
5037000,0.996
5038000,0.991
5039000,0.992
5040000,0.989
5041000,0.997
5042000,0.994
5043000,0.996
5044000,0.99
5045000,0.995
5046000,0.993
5047000,0.997
5048000,0.992
5049000,0.992
5050000,0.995
5051000,0.995
5052000,0.992
5053000,0.994
5054000,0.993
5055000,0.995
5056000,0.99
5057000,0.989
5058000,0.992
5059000,0.992
5060000,0.987
5061000,0.993
5062000,0.993
5063000,0.992
5064000,0.994
5065000,0.996
5066000,0.993
5067000,0.998
5068000,0.99
5069000,0.997
5070000,0.996
5071000,0.996
5072000,0.991
5073000,0.996
5074000,0.998
5075000,0.994
5076000,0.995
5077000,0.992
5078000,0.993
5079000,0.996
5080000,0.996
5081000,0.991
5082000,0.991
5083000,0.991
5084000,0.991
5085000,0.99
5086000,0.997
5087000,0.99
5088000,0.997
5089000,0.996
5090000,0.991
5091000,0.994
5092000,0.989
5093000,0.994
5094000,0.995
5095000,0.998
5096000,0.996
5097000,0.993
5098000,0.994
5099000,0.995
5100000,0.988
5101000,0.994
5102000,0.991
5103000,0.989
5104000,0.991
5105000,0.991
5106000,0.996
5107000,0.994
5108000,0.992
5109000,0.992
5110000,0.992
5111000,0.993
5112000,0.996
5113000,0.993
5114000,0.994
5115000,0.996
5116000,0.992
5117000,0.992
5118000,0.994
5119000,0.992
5120000,0.994
5121000,0.99
5122000,0.992
5123000,0.992
5124000,0.992
5125000,0.999
5126000,0.991
5127000,0.992
5128000,0.991
5129000,0.998
5130000,0.991
5131000,0.994
5132000,0.994
5133000,0.992
5134000,0.994
5135000,0.991
5136000,0.998
5137000,0.991
5138000,0.997
5139000,0.989
5140000,0.994
5141000,0.994
5142000,0.993
5143000,0.997
5144000,0.994
5145000,0.992
5146000,0.99
5147000,0.993
5148000,0.995
5149000,0.992
5150000,0.99
5151000,0.992
5152000,0.999
5153000,0.992
5154000,0.998
5155000,0.992
5156000,0.99
5157000,0.994
5158000,0.995
5159000,0.988
5160000,0.996
5161000,0.996
5162000,0.994
5163000,0.995
5164000,0.991
5165000,0.995
5166000,0.996
5167000,0.99
5168000,0.989
5169000,0.988
5170000,0.991
5171000,0.992
5172000,0.988
5173000,0.993
5174000,0.993
5175000,0.997
5176000,0.99
5177000,0.988
5178000,0.994
5179000,0.995
5180000,0.991
5181000,0.994
5182000,0.994
5183000,0.99
5184000,0.993
5185000,0.993
5186000,0.986
5187000,0.996
5188000,0.992
5189000,0.994
5190000,0.992
5191000,0.996
5192000,0.991
5193000,0.99
5194000,0.993
5195000,0.994
5196000,0.993
5197000,0.993
5198000,0.988
5199000,0.994
5200000,0.993
5201000,0.998
5202000,0.992
5203000,0.993
5204000,0.996
5205000,0.991
5206000,0.993
5207000,0.993
5208000,0.99
5209000,0.992
5210000,0.995
5211000,0.993
5212000,0.999
5213000,0.995
5214000,0.992
5215000,0.995
5216000,0.993
5217000,0.996
5218000,0.992
5219000,0.992
5220000,0.995
5221000,0.996
5222000,0.996
5223000,0.994
5224000,0.996
5225000,0.996
5226000,0.995
5227000,0.998
5228000,0.994
5229000,0.994
5230000,0.994
5231000,0.992
5232000,0.996
5233000,0.996
5234000,0.994
5235000,0.987
5236000,0.997
5237000,0.996
5238000,0.996
5239000,0.994
5240000,0.995
5241000,0.989
5242000,0.991
5243000,0.996
5244000,0.994
5245000,0.994
5246000,0.993
5247000,0.993
5248000,0.994
5249000,0.991
5250000,0.993
5251000,0.995
5252000,0.985
5253000,0.996
5254000,0.994
5255000,0.99
5256000,0.997
5257000,0.996
5258000,0.991
5259000,0.994
5260000,0.996
5261000,0.988
5262000,0.988
5263000,0.996
5264000,0.994
5265000,0.987
5266000,0.994
5267000,0.994
5268000,0.995
5269000,0.993
5270000,0.994
5271000,0.995
5272000,0.993
5273000,0.986
5274000,0.996
5275000,0.994
5276000,0.996
5277000,0.991
5278000,0.996
5279000,0.994
5280000,0.996
5281000,0.994
5282000,0.99
5283000,0.986
5284000,0.997
5285000,0.992
5286000,0.993
5287000,0.994
5288000,0.994
5289000,0.997
5290000,0.993
5291000,0.992
5292000,0.991
5293000,0.994
5294000,0.996
5295000,0.995
5296000,0.994
5297000,0.994
5298000,0.992
5299000,0.994
5300000,0.996
5301000,0.992
5302000,0.994
5303000,0.993
5304000,0.996
5305000,0.997
5306000,0.995
5307000,0.995
5308000,0.994
5309000,0.992
5310000,0.993
5311000,0.993
5312000,0.991
5313000,0.997
5314000,0.989
5315000,0.993
5316000,0.992
5317000,0.993
5318000,0.993
5319000,0.994
5320000,0.995
5321000,0.995
5322000,0.995
5323000,0.999
5324000,0.991
5325000,0.988
5326000,0.992
5327000,0.996
5328000,0.995
5329000,0.994
5330000,0.994
5331000,0.992
5332000,0.993
5333000,0.993
5334000,0.991
5335000,0.988
5336000,0.989
5337000,0.991
5338000,0.992
5339000,0.996
5340000,0.998
5341000,0.994
5342000,0.988
5343000,0.989
5344000,0.995
5345000,0.993
5346000,0.992
5347000,0.994
5348000,0.995
5349000,0.995
5350000,0.993
5351000,0.993
5352000,0.996
5353000,0.994
5354000,0.997
5355000,0.995
5356000,0.995
5357000,0.995
5358000,0.996
5359000,0.998
5360000,0.993
5361000,0.99
5362000,0.986
5363000,0.996
5364000,0.997
5365000,0.996
